# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 TPM in experiment E-MTAB-2706
# Selected columns: 1/622 
# Timestamp: Fri, 18-Mar-2022 17:30:39
Gene ID	Gene Name	uterine cervix, cervical adenocarcinoma, HeLa
ENSG00000163346	PBXIP1	25.0
ENSG00000163347	CLDN1	54.0
ENSG00000163348	PYGO2	54.0
ENSG00000163349	HIPK1	33.0
ENSG00000163352	LENEP	0.4
ENSG00000163354	DCST2	0.2
ENSG00000163357	DCST1	0.5
ENSG00000163359	COL6A3	0.1
ENSG00000163362	INAVA	4.0
ENSG00000163364	LINC01116	9.0
ENSG00000163374	YY1AP1	43.0
ENSG00000163376	KBTBD8	2.0
ENSG00000163378	EOGT	16.0
ENSG00000163380	LMOD3	0.2
ENSG00000163382	NAXE	157.0
ENSG00000163389	POGLUT1	10.0
ENSG00000163393	SLC22A15	2.0
ENSG00000163395	IGFN1	38.0
ENSG00000163399	ATP1A1	382.0
ENSG00000163406	SLC15A2	0.7
ENSG00000163412	EIF4E3	1.0
ENSG00000163428	LRRC58	51.0
ENSG00000163430	FSTL1	156.0
ENSG00000163431	LMOD1	0.1
ENSG00000163435	ELF3	38.0
ENSG00000163440	PDCL2	0.1
ENSG00000163444	TMEM183A	89.0
ENSG00000163453	IGFBP7	733.0
ENSG00000163462	TRIM46	2.0
ENSG00000163463	KRTCAP2	18.0
ENSG00000163466	ARPC2	153.0
ENSG00000163467	TSACC	3.0
ENSG00000163468	CCT3	744.0
ENSG00000163472	TMEM79	7.0
ENSG00000163479	SSR2	111.0
ENSG00000163481	RNF25	55.0
ENSG00000163482	STK36	21.0
ENSG00000163485	ADORA1	0.3
ENSG00000163491	NEK10	1.0
ENSG00000163501	IHH	0.1
ENSG00000163507	CIP2A	43.0
ENSG00000163508	EOMES	0.2
ENSG00000163510	CWC22	34.0
ENSG00000163512	AZI2	15.0
ENSG00000163513	TGFBR2	25.0
ENSG00000163516	ANKZF1	22.0
ENSG00000163517	HDAC11	2.0
ENSG00000163520	FBLN2	4.0
ENSG00000163521	GLB1L	8.0
ENSG00000163527	STT3B	294.0
ENSG00000163528	CHCHD4	57.0
ENSG00000163530	DPPA2	0.1
ENSG00000163535	SGO2	35.0
ENSG00000163536	SERPINI1	27.0
ENSG00000163539	CLASP2	19.0
ENSG00000163541	SUCLG1	72.0
ENSG00000163545	NUAK2	5.0
ENSG00000163558	PRKCI	43.0
ENSG00000163564	PYHIN1	0.1
ENSG00000163565	IFI16	15.0
ENSG00000163576	EFHB	0.2
ENSG00000163577	EIF5A2	6.0
ENSG00000163584	RPL22L1	24.0
ENSG00000163590	PPM1L	4.0
ENSG00000163596	ICA1L	0.9
ENSG00000163597	SNHG16	46.0
ENSG00000163602	RYBP	20.0
ENSG00000163605	PPP4R2	53.0
ENSG00000163607	GTPBP8	18.0
ENSG00000163608	NEPRO	21.0
ENSG00000163611	SPICE1	8.0
ENSG00000163617	CCDC191	0.6
ENSG00000163624	CDS1	4.0
ENSG00000163625	WDFY3	13.0
ENSG00000163626	COX18	9.0
ENSG00000163629	PTPN13	16.0
ENSG00000163632	C3orf49	0.8
ENSG00000163633	C4orf36	2.0
ENSG00000163634	THOC7	121.0
ENSG00000163635	ATXN7	14.0
ENSG00000163636	PSMD6	42.0
ENSG00000163644	PPM1K	3.0
ENSG00000163655	GMPS	51.0
ENSG00000163659	TIPARP	20.0
ENSG00000163660	CCNL1	17.0
ENSG00000163661	PTX3	0.1
ENSG00000163666	HESX1	0.4
ENSG00000163673	DCLK3	0.2
ENSG00000163681	SLMAP	19.0
ENSG00000163682	RPL9	507.0
ENSG00000163683	SMIM14	8.0
ENSG00000163684	RPP14	15.0
ENSG00000163686	ABHD6	15.0
ENSG00000163689	CFAP20DC	1.0
ENSG00000163694	RBM47	4.0
ENSG00000163697	APBB2	12.0
ENSG00000163701	IL17RE	0.3
ENSG00000163702	IL17RC	17.0
ENSG00000163703	CRELD1	13.0
ENSG00000163704	PRRT3	3.0
ENSG00000163705	FANCD2OS	0.3
ENSG00000163710	PCOLCE2	15.0
ENSG00000163714	U2SURP	64.0
ENSG00000163719	MTMR14	24.0
ENSG00000163728	TTC14	13.0
ENSG00000163734	CXCL3	1.0
ENSG00000163738	MTHFD2L	3.0
ENSG00000163739	CXCL1	2.0
ENSG00000163743	RCHY1	10.0
ENSG00000163749	CCDC158	0.2
ENSG00000163754	GYG1	33.0
ENSG00000163755	HPS3	15.0
ENSG00000163781	TOPBP1	72.0
ENSG00000163785	RYK	15.0
ENSG00000163788	SNRK	17.0
ENSG00000163792	TCF23	0.2
ENSG00000163794	UCN	2.0
ENSG00000163795	ZNF513	11.0
ENSG00000163798	SLC4A1AP	36.0
ENSG00000163803	PLB1	0.2
ENSG00000163806	SPDYA	0.5
ENSG00000163807	KIAA1143	44.0
ENSG00000163808	KIF15	31.0
ENSG00000163810	TGM4	0.1
ENSG00000163811	WDR43	114.0
ENSG00000163812	ZDHHC3	44.0
ENSG00000163814	CDCP1	54.0
ENSG00000163815	CLEC3B	0.4
ENSG00000163817	SLC6A20	0.2
ENSG00000163818	LZTFL1	9.0
ENSG00000163820	FYCO1	23.0
ENSG00000163827	LRRC2	0.1
ENSG00000163832	ELP6	47.0
ENSG00000163840	DTX3L	12.0
ENSG00000163848	ZNF148	16.0
ENSG00000163864	NMNAT3	0.3
ENSG00000163866	SMIM12	31.0
ENSG00000163867	ZMYM6	4.0
ENSG00000163870	TPRA1	46.0
ENSG00000163872	YEATS2	16.0
ENSG00000163874	ZC3H12A	28.0
ENSG00000163875	MEAF6	41.0
ENSG00000163877	SNIP1	20.0
ENSG00000163879	DNALI1	0.1
ENSG00000163882	POLR2H	49.0
ENSG00000163885	CFAP100	0.1
ENSG00000163888	CAMK2N2	1.0
ENSG00000163898	LIPH	4.0
ENSG00000163900	TMEM41A	11.0
ENSG00000163902	RPN1	255.0
ENSG00000163904	SENP2	30.0
ENSG00000163909	HEYL	0.2
ENSG00000163913	IFT122	13.0
ENSG00000163918	RFC4	64.0
ENSG00000163923	RPL39L	61.0
ENSG00000163930	BAP1	123.0
ENSG00000163931	TKT	539.0
ENSG00000163932	PRKCD	22.0
ENSG00000163933	RFT1	27.0
ENSG00000163935	SFMBT1	21.0
ENSG00000163938	GNL3	274.0
ENSG00000163939	PBRM1	37.0
ENSG00000163945	UVSSA	6.0
ENSG00000163946	TASOR	48.0
ENSG00000163947	ARHGEF3	7.0
ENSG00000163950	SLBP	128.0
ENSG00000163956	LRPAP1	67.0
ENSG00000163959	SLC51A	0.6
ENSG00000163960	UBXN7	19.0
ENSG00000163961	RNF168	31.0
ENSG00000163964	PIGX	14.0
ENSG00000163975	MELTF	8.0
ENSG00000163993	S100P	89.0
ENSG00000163995	ABLIM2	4.0
ENSG00000164002	EXO5	20.0
ENSG00000164007	CLDN19	0.1
ENSG00000164008	C1orf50	11.0
ENSG00000164010	ERMAP	6.0
ENSG00000164011	ZNF691	20.0
ENSG00000164022	AIMP1	71.0
ENSG00000164023	SGMS2	24.0
ENSG00000164024	METAP1	67.0
ENSG00000164031	DNAJB14	10.0
ENSG00000164032	H2AZ1	927.0
ENSG00000164037	SLC9B1	0.3
ENSG00000164038	SLC9B2	9.0
ENSG00000164039	BDH2	11.0
ENSG00000164040	PGRMC2	93.0
ENSG00000164045	CDC25A	51.0
ENSG00000164048	ZNF589	8.0
ENSG00000164049	FBXW12	0.1
ENSG00000164050	PLXNB1	25.0
ENSG00000164051	CCDC51	72.0
ENSG00000164053	ATRIP	0.8
ENSG00000164054	SHISA5	93.0
ENSG00000164056	SPRY1	0.1
ENSG00000164061	BSN	0.2
ENSG00000164062	APEH	188.0
ENSG00000164066	INTU	2.0
ENSG00000164068	RNF123	26.0
ENSG00000164070	HSPA4L	37.0
ENSG00000164073	MFSD8	7.0
ENSG00000164074	ABHD18	7.0
ENSG00000164076	CAMKV	0.1
ENSG00000164077	MON1A	15.0
ENSG00000164078	MST1R	25.0
ENSG00000164080	RAD54L2	20.0
ENSG00000164081	TEX264	25.0
ENSG00000164086	DUSP7	27.0
ENSG00000164087	POC1A	50.0
ENSG00000164088	PPM1M	17.0
ENSG00000164089	ETNPPL	14.0
ENSG00000164091	WDR82	124.0
ENSG00000164093	PITX2	6.0
ENSG00000164096	C4orf3	46.0
ENSG00000164099	PRSS12	10.0
ENSG00000164100	NDST3	0.2
ENSG00000164104	HMGB2	208.0
ENSG00000164105	SAP30	69.0
ENSG00000164106	SCRG1	0.1
ENSG00000164109	MAD2L1	51.0
ENSG00000164111	ANXA5	507.0
ENSG00000164117	FBXO8	19.0
ENSG00000164118	CEP44	16.0
ENSG00000164120	HPGD	4.0
ENSG00000164124	TMEM144	2.0
ENSG00000164128	NPY1R	0.2
ENSG00000164134	NAA15	58.0
ENSG00000164136	IL15	11.0
ENSG00000164142	FAM160A1	9.0
ENSG00000164144	ARFIP1	24.0
ENSG00000164151	ICE1	126.0
ENSG00000164161	HHIP	3.0
ENSG00000164162	ANAPC10	7.0
ENSG00000164163	ABCE1	94.0
ENSG00000164164	OTUD4	28.0
ENSG00000164167	LSM6	15.0
ENSG00000164168	TMEM184C	32.0
ENSG00000164169	PRMT9	12.0
ENSG00000164171	ITGA2	10.0
ENSG00000164172	MOCS2	25.0
ENSG00000164175	SLC45A2	0.1
ENSG00000164176	EDIL3	164.0
ENSG00000164180	TMEM161B	10.0
ENSG00000164181	ELOVL7	1.0
ENSG00000164182	NDUFAF2	149.0
ENSG00000164185	ZNF474	0.2
ENSG00000164187	LMBRD2	25.0
ENSG00000164188	RANBP3L	0.1
ENSG00000164190	NIPBL	84.0
ENSG00000164199	ADGRV1	0.1
ENSG00000164209	SLC25A46	36.0
ENSG00000164211	STARD4	13.0
ENSG00000164219	PGGT1B	13.0
ENSG00000164220	F2RL2	1.0
ENSG00000164221	CCDC112	18.0
ENSG00000164236	ANKRD33B	9.0
ENSG00000164237	CMBL	102.0
ENSG00000164241	C5orf63	2.0
ENSG00000164244	PRRC1	41.0
ENSG00000164251	F2RL1	2.0
ENSG00000164252	AGGF1	39.0
ENSG00000164253	WDR41	23.0
ENSG00000164258	NDUFS4	118.0
ENSG00000164265	SCGB3A2	4.0
ENSG00000164266	SPINK1	0.1
ENSG00000164284	GRPEL2	29.0
ENSG00000164287	CDC20B	0.1
ENSG00000164291	ARSK	9.0
ENSG00000164292	RHOBTB3	85.0
ENSG00000164294	GPX8	80.0
ENSG00000164296	TIGD6	4.0
ENSG00000164300	SERINC5	7.0
ENSG00000164305	CASP3	27.0
ENSG00000164306	PRIMPOL	11.0
ENSG00000164307	ERAP1	17.0
ENSG00000164308	ERAP2	0.9
ENSG00000164309	CMYA5	0.3
ENSG00000164318	EGFLAM	4.0
ENSG00000164323	CFAP97	20.0
ENSG00000164327	RICTOR	26.0
ENSG00000164329	TENT2	21.0
ENSG00000164330	EBF1	8.0
ENSG00000164331	ANKRA2	6.0
ENSG00000164332	UBLCP1	52.0
ENSG00000164334	FAM170A	0.1
ENSG00000164338	UTP15	24.0
ENSG00000164342	TLR3	2.0
ENSG00000164346	NSA2	107.0
ENSG00000164347	GFM2	50.0
ENSG00000164362	TERT	2.0
ENSG00000164366	CCDC127	25.0
ENSG00000164379	FOXQ1	13.0
ENSG00000164385	LINC01600	0.2
ENSG00000164398	ACSL6	0.1
ENSG00000164402	SEPTIN8	22.0
ENSG00000164403	SHROOM1	11.0
ENSG00000164404	GDF9	0.3
ENSG00000164405	UQCRQ	297.0
ENSG00000164406	LEAP2	2.0
ENSG00000164411	GJB7	0.1
ENSG00000164414	SLC35A1	12.0
ENSG00000164418	GRIK2	5.0
ENSG00000164430	CGAS	18.0
ENSG00000164434	FABP7	0.1
ENSG00000164438	TLX3	29.0
ENSG00000164442	CITED2	97.0
ENSG00000164458	TBXT	2.0
ENSG00000164463	CREBRF	0.8
ENSG00000164465	DCBLD1	26.0
ENSG00000164466	SFXN1	83.0
ENSG00000164494	PDSS2	23.0
ENSG00000164506	STXBP5	30.0
ENSG00000164509	IL31RA	0.1
ENSG00000164512	ANKRD55	0.2
ENSG00000164520	RAET1E	35.0
ENSG00000164530	PI16	0.4
ENSG00000164532	TBX20	3.0
ENSG00000164535	DAGLB	30.0
ENSG00000164542	KIAA0895	8.0
ENSG00000164543	STK17A	33.0
ENSG00000164548	TRA2A	84.0
ENSG00000164574	GALNT10	50.0
ENSG00000164576	SAP30L	9.0
ENSG00000164587	RPS14	611.0
ENSG00000164591	MYOZ3	0.1
ENSG00000164597	COG5	17.0
ENSG00000164603	BMT2	4.0
ENSG00000164609	SLU7	37.0
ENSG00000164610	RP9	16.0
ENSG00000164611	PTTG1	175.0
ENSG00000164615	CAMLG	53.0
ENSG00000164619	BMPER	4.0
ENSG00000164620	RELL2	8.0
ENSG00000164621	SMAD5-AS1	0.1
ENSG00000164626	KCNK5	7.0
ENSG00000164631	ZNF12	18.0
ENSG00000164638	SLC29A4	0.5
ENSG00000164647	STEAP1	1.0
ENSG00000164649	CDCA7L	77.0
ENSG00000164651	SP8	0.7
ENSG00000164654	MIOS	20.0
ENSG00000164659	ELAPOR2	12.0
ENSG00000164663	USP49	4.0
ENSG00000164669	INTS4P1	0.1
ENSG00000164674	SYTL3	0.4
ENSG00000164675	IQUB	0.1
ENSG00000164683	HEY1	8.0
ENSG00000164684	ZNF704	8.0
ENSG00000164687	FABP5	118.0
ENSG00000164694	FNDC1	0.6
ENSG00000164695	CHMP4C	25.0
ENSG00000164707	SLC13A4	0.3
ENSG00000164713	BRI3	27.0
ENSG00000164715	LMTK2	36.0
ENSG00000164733	CTSB	52.0
ENSG00000164736	SOX17	20.0
ENSG00000164741	DLC1	0.3
ENSG00000164742	ADCY1	0.2
ENSG00000164744	SUN3	0.1
ENSG00000164746	C7orf57	0.1
ENSG00000164749	HNF4G	0.1
ENSG00000164751	PEX2	20.0
ENSG00000164754	RAD21	159.0
ENSG00000164756	SLC30A8	0.1
ENSG00000164758	MED30	5.0
ENSG00000164761	TNFRSF11B	17.0
ENSG00000164764	SBSPON	0.7
ENSG00000164776	PHKG1	1.0
ENSG00000164796	CSMD3	0.1
ENSG00000164808	SPIDR	14.0
ENSG00000164815	ORC5	35.0
ENSG00000164818	DNAAF5	46.0
ENSG00000164823	OSGIN2	18.0
ENSG00000164828	SUN1	52.0
ENSG00000164830	OXR1	14.0
ENSG00000164841	TMEM74	2.0
ENSG00000164845	FAM86FP	0.3
ENSG00000164849	GPR146	0.2
ENSG00000164850	GPER1	1.0
ENSG00000164855	TMEM184A	20.0
ENSG00000164877	MICALL2	11.0
ENSG00000164879	CA3	0.1
ENSG00000164880	INTS1	168.0
ENSG00000164885	CDK5	31.0
ENSG00000164889	SLC4A2	159.0
ENSG00000164896	FASTK	58.0
ENSG00000164897	TMUB1	89.0
ENSG00000164898	FMC1	15.0
ENSG00000164902	PHAX	64.0
ENSG00000164904	ALDH7A1	44.0
ENSG00000164916	FOXK1	37.0
ENSG00000164919	COX6C	64.0
ENSG00000164920	OSR2	5.0
ENSG00000164924	YWHAZ	389.0
ENSG00000164930	FZD6	37.0
ENSG00000164932	CTHRC1	0.4
ENSG00000164933	SLC25A32	43.0
ENSG00000164934	DCAF13	26.0
ENSG00000164938	TP53INP1	2.0
ENSG00000164941	INTS8	18.0
ENSG00000164944	VIRMA	29.0
ENSG00000164949	GEM	0.6
ENSG00000164951	PDP1	11.0
ENSG00000164953	TMEM67	3.0
ENSG00000164961	WASHC5	45.0
ENSG00000164967	RPP25L	83.0
ENSG00000164970	FAM219A	46.0
ENSG00000164972	C9orf24	0.2
ENSG00000164975	SNAPC3	45.0
ENSG00000164976	MYORG	127.0
ENSG00000164978	NUDT2	96.0
ENSG00000164983	TMEM65	13.0
ENSG00000164985	PSIP1	150.0
ENSG00000164989	CCDC171	0.7
ENSG00000165006	UBAP1	206.0
ENSG00000165028	NIPSNAP3B	2.0
ENSG00000165029	ABCA1	4.0
ENSG00000165030	NFIL3	23.0
ENSG00000165046	LETM2	2.0
ENSG00000165055	METTL2B	29.0
ENSG00000165060	FXN	19.0
ENSG00000165072	MAMDC2	59.0
ENSG00000165084	C8orf34	0.1
ENSG00000165092	ALDH1A1	0.1
ENSG00000165097	KDM1B	23.0
ENSG00000165102	HGSNAT	26.0
ENSG00000165105	RASEF	10.0
ENSG00000165113	GKAP1	4.0
ENSG00000165115	KIF27	1.0
ENSG00000165118	C9orf64	42.0
ENSG00000165119	HNRNPK	608.0
ENSG00000165121	ENSG00000165121	1.0
ENSG00000165124	SVEP1	1.0
ENSG00000165138	ANKS6	16.0
ENSG00000165140	FBP1	2.0
ENSG00000165152	PGAP4	24.0
ENSG00000165156	ZHX1	37.0
ENSG00000165168	CYBB	1.0
ENSG00000165169	DYNLT3	72.0
ENSG00000165171	METTL27	5.0
ENSG00000165175	MID1IP1	80.0
ENSG00000165181	SHOC1	0.3
ENSG00000165182	CXorf58	0.2
ENSG00000165185	KIAA1958	4.0
ENSG00000165186	PTCHD1	0.1
ENSG00000165192	ASB11	0.1
ENSG00000165195	PIGA	18.0
ENSG00000165197	VEGFD	0.7
ENSG00000165209	STRBP	22.0
ENSG00000165215	CLDN3	5.0
ENSG00000165219	GAPVD1	48.0
ENSG00000165233	CARD19	16.0
ENSG00000165238	WNK2	8.0
ENSG00000165240	ATP7A	18.0
ENSG00000165244	ZNF367	40.0
ENSG00000165259	HDX	2.0
ENSG00000165264	NDUFB6	188.0
ENSG00000165269	AQP7	0.1
ENSG00000165271	NOL6	200.0
ENSG00000165272	AQP3	457.0
ENSG00000165275	TRMT10B	22.0
ENSG00000165280	VCP	829.0
ENSG00000165282	PIGO	62.0
ENSG00000165283	STOML2	493.0
ENSG00000165288	BRWD3	13.0
ENSG00000165300	SLITRK5	5.0
ENSG00000165304	MELK	137.0
ENSG00000165312	OTUD1	8.0
ENSG00000165322	ARHGAP12	10.0
ENSG00000165338	HECTD2	10.0
ENSG00000165355	FBXO33	23.0
ENSG00000165359	INTS6L	0.9
ENSG00000165376	CLDN2	1.0
ENSG00000165389	SPTSSA	86.0
ENSG00000165392	WRN	15.0
ENSG00000165406	MARCHF8	7.0
ENSG00000165410	CFL2	79.0
ENSG00000165416	SUGT1	18.0
ENSG00000165417	GTF2A1	28.0
ENSG00000165424	ZCCHC24	15.0
ENSG00000165434	PGM2L1	7.0
ENSG00000165443	PHYHIPL	0.1
ENSG00000165449	SLC16A9	1.0
ENSG00000165458	INPPL1	193.0
ENSG00000165474	GJB2	0.3
ENSG00000165475	CRYL1	2.0
ENSG00000165476	REEP3	31.0
ENSG00000165480	SKA3	34.0
ENSG00000165487	MICU2	35.0
ENSG00000165490	DDIAS	17.0
ENSG00000165494	PCF11	20.0
ENSG00000165501	LRR1	38.0
ENSG00000165502	RPL36AL	616.0
ENSG00000165506	DNAAF2	19.0
ENSG00000165507	DEPP1	0.1
ENSG00000165511	ZNF22-AS1	0.4
ENSG00000165512	ZNF22	20.0
ENSG00000165516	KLHDC2	12.0
ENSG00000165521	EML5	0.7
ENSG00000165525	NEMF	21.0
ENSG00000165526	RPUSD4	28.0
ENSG00000165527	ARF6	97.0
ENSG00000165533	TTC8	7.0
ENSG00000165548	TMEM63C	2.0
ENSG00000165555	NOXRED1	0.5
ENSG00000165556	CDX2	2.0
ENSG00000165568	AKR1E2	0.2
ENSG00000165572	KBTBD6	16.0
ENSG00000165591	FAAH2	7.0
ENSG00000165606	DRGX	0.1
ENSG00000165609	NUDT5	81.0
ENSG00000165617	DACT1	0.7
ENSG00000165626	BEND7	0.1
ENSG00000165629	ATP5F1C	245.0
ENSG00000165630	PRPF18	25.0
ENSG00000165632	TAF3	14.0
ENSG00000165633	VSTM4	0.3
ENSG00000165637	VDAC2	247.0
ENSG00000165643	SOHLH1	0.1
ENSG00000165644	COMTD1	43.0
ENSG00000165646	SLC18A2	0.2
ENSG00000165650	PDZD8	21.0
ENSG00000165655	ZNF503	54.0
ENSG00000165660	ABRAXAS2	37.0
ENSG00000165661	QSOX2	138.0
ENSG00000165669	FAM204A	8.0
ENSG00000165671	NSD1	44.0
ENSG00000165672	PRDX3	189.0
ENSG00000165675	ENOX2	18.0
ENSG00000165678	GHITM	507.0
ENSG00000165684	SNAPC4	43.0
ENSG00000165685	TMEM52B	0.4
ENSG00000165688	PMPCA	106.0
ENSG00000165689	ENTR1	168.0
ENSG00000165695	AK8	0.2
ENSG00000165698	SPACA9	4.0
ENSG00000165699	TSC1	22.0
ENSG00000165702	GFI1B	0.1
ENSG00000165704	HPRT1	191.0
ENSG00000165714	BORCS5	6.0
ENSG00000165716	DIPK1B	1.0
ENSG00000165724	ZMYND19	116.0
ENSG00000165730	STOX1	0.5
ENSG00000165732	DDX21	298.0
ENSG00000165733	BMS1	69.0
ENSG00000165752	STK32C	22.0
ENSG00000165757	JCAD	0.1
ENSG00000165775	FUNDC2	33.0
ENSG00000165782	PIP4P1	24.0
ENSG00000165792	METTL17	41.0
ENSG00000165795	NDRG2	1.0
ENSG00000165801	ARHGEF40	11.0
ENSG00000165802	NSMF	63.0
ENSG00000165804	ZNF219	19.0
ENSG00000165805	C12orf50	1.0
ENSG00000165806	CASP7	34.0
ENSG00000165807	PPP1R36	1.0
ENSG00000165810	BTNL9	0.1
ENSG00000165813	CCDC186	8.0
ENSG00000165819	METTL3	36.0
ENSG00000165821	SALL2	0.9
ENSG00000165828	PRAP1	0.3
ENSG00000165832	TRUB1	31.0
ENSG00000165837	ERICH6B	0.1
ENSG00000165861	ZFYVE1	5.0
ENSG00000165863	C10orf82	0.2
ENSG00000165868	HSPA12A	11.0
ENSG00000165874	SHLD2P1	0.7
ENSG00000165879	FRAT1	1.0
ENSG00000165886	UBTD1	18.0
ENSG00000165887	ANKRD2	1.0
ENSG00000165891	E2F7	36.0
ENSG00000165895	ARHGAP42	11.0
ENSG00000165898	ISCA2	13.0
ENSG00000165899	OTOGL	0.1
ENSG00000165905	LARGE2	1.0
ENSG00000165912	PACSIN3	129.0
ENSG00000165914	TTC7B	2.0
ENSG00000165915	SLC39A13	48.0
ENSG00000165916	PSMC3	641.0
ENSG00000165917	RAPSN	0.4
ENSG00000165923	AGBL2	0.6
ENSG00000165929	TC2N	5.0
ENSG00000165934	CPSF2	37.0
ENSG00000165935	SMCO2	0.2
ENSG00000165943	MOAP1	24.0
ENSG00000165948	IFI27L1	19.0
ENSG00000165949	IFI27	1.0
ENSG00000165959	CLMN	0.2
ENSG00000165983	PTER	17.0
ENSG00000165985	C1QL3	2.0
ENSG00000165995	CACNB2	0.9
ENSG00000165996	HACD1	17.0
ENSG00000165997	ARL5B	19.0
ENSG00000166002	SMCO4	29.0
ENSG00000166004	CEP295	24.0
ENSG00000166012	TAF1D	80.0
ENSG00000166016	ABTB2	47.0
ENSG00000166024	R3HCC1L	13.0
ENSG00000166025	AMOTL1	34.0
ENSG00000166033	HTRA1	105.0
ENSG00000166035	LIPC	0.1
ENSG00000166037	CEP57	30.0
ENSG00000166046	TCP11L2	0.3
ENSG00000166068	SPRED1	15.0
ENSG00000166073	GPR176	12.0
ENSG00000166086	JAM3	0.6
ENSG00000166106	ADAMTS15	34.0
ENSG00000166111	SVOP	0.2
ENSG00000166123	GPT2	11.0
ENSG00000166126	AMN	0.3
ENSG00000166128	RAB8B	10.0
ENSG00000166130	IKBIP	47.0
ENSG00000166133	RPUSD2	32.0
ENSG00000166135	HIF1AN	15.0
ENSG00000166136	NDUFB8	44.0
ENSG00000166140	ZFYVE19	25.0
ENSG00000166143	PPP1R14D	0.1
ENSG00000166145	SPINT1	5.0
ENSG00000166147	FBN1	362.0
ENSG00000166148	AVPR1A	0.1
ENSG00000166153	DEPDC4	1.0
ENSG00000166164	BRD7	26.0
ENSG00000166165	CKB	463.0
ENSG00000166166	TRMT61A	32.0
ENSG00000166167	BTRC	13.0
ENSG00000166169	POLL	15.0
ENSG00000166170	BAG5	42.0
ENSG00000166171	DPCD	50.0
ENSG00000166173	LARP6	7.0
ENSG00000166181	API5	100.0
ENSG00000166183	ASPG	0.2
ENSG00000166188	ZNF319	9.0
ENSG00000166189	HPS6	45.0
ENSG00000166192	SENP8	2.0
ENSG00000166197	NOLC1	400.0
ENSG00000166199	ALKBH3	35.0
ENSG00000166200	COPS2	84.0
ENSG00000166206	GABRB3	0.1
ENSG00000166224	SGPL1	31.0
ENSG00000166225	FRS2	17.0
ENSG00000166226	CCT2	316.0
ENSG00000166228	PCBD1	58.0
ENSG00000166233	ARIH1	14.0
ENSG00000166246	C16orf71	0.9
ENSG00000166250	CLMP	21.0
ENSG00000166257	SCN3B	0.1
ENSG00000166260	COX11	39.0
ENSG00000166261	ZNF202	6.0
ENSG00000166262	FAM227B	0.8
ENSG00000166263	STXBP4	3.0
ENSG00000166266	CUL5	17.0
ENSG00000166272	WBP1L	33.0
ENSG00000166275	BORCS7	12.0
ENSG00000166278	C2	0.2
ENSG00000166289	PLEKHF1	5.0
ENSG00000166292	TMEM100	0.4
ENSG00000166295	ANAPC16	51.0
ENSG00000166311	SMPD1	61.0
ENSG00000166313	APBB1	13.0
ENSG00000166317	SYNPO2L	0.6
ENSG00000166321	NUDT13	3.0
ENSG00000166323	C11orf65	0.1
ENSG00000166326	TRIM44	48.0
ENSG00000166329	CCDC182	0.1
ENSG00000166333	ILK	34.0
ENSG00000166337	TAF10	30.0
ENSG00000166340	TPP1	65.0
ENSG00000166341	DCHS1	0.2
ENSG00000166343	MSS51	2.0
ENSG00000166347	CYB5A	10.0
ENSG00000166348	USP54	6.0
ENSG00000166352	IFTAP	13.0
ENSG00000166359	WDR88	1.0
ENSG00000166377	ATP9B	5.0
ENSG00000166387	PPFIBP2	0.1
ENSG00000166394	CYB5R2	2.0
ENSG00000166396	SERPINB7	0.2
ENSG00000166398	GARRE1	7.0
ENSG00000166401	SERPINB8	9.0
ENSG00000166402	TUB	39.0
ENSG00000166405	RIC3	0.5
ENSG00000166407	LMO1	26.0
ENSG00000166411	IDH3A	54.0
ENSG00000166415	WDR72	5.0
ENSG00000166426	CRABP1	0.1
ENSG00000166428	PLD4	0.1
ENSG00000166432	ZMAT1	0.1
ENSG00000166435	XRRA1	2.0
ENSG00000166436	TRIM66	3.0
ENSG00000166439	RNF169	16.0
ENSG00000166441	RPL27A	356.0
ENSG00000166444	DENND2B	10.0
ENSG00000166446	CDYL2	9.0
ENSG00000166448	TMEM130	0.1
ENSG00000166450	PRTG	0.8
ENSG00000166451	CENPN	52.0
ENSG00000166452	AKIP1	43.0
ENSG00000166454	ATMIN	29.0
ENSG00000166455	C16orf46	1.0
ENSG00000166471	TMEM41B	19.0
ENSG00000166473	PKD1L2	0.1
ENSG00000166477	LEO1	96.0
ENSG00000166478	ZNF143	18.0
ENSG00000166479	TMX3	36.0
ENSG00000166482	MFAP4	0.4
ENSG00000166483	WEE1	18.0
ENSG00000166484	MAPK7	17.0
ENSG00000166501	PRKCB	21.0
ENSG00000166503	HDGFL3	8.0
ENSG00000166507	NDST2	1.0
ENSG00000166508	MCM7	341.0
ENSG00000166510	CCDC68	5.0
ENSG00000166526	ZNF3	20.0
ENSG00000166529	ZSCAN21	10.0
ENSG00000166532	RIMKLB	64.0
ENSG00000166535	A2ML1	0.1
ENSG00000166548	TK2	7.0
ENSG00000166557	TMED3	43.0
ENSG00000166562	SEC11C	32.0
ENSG00000166573	GALR1	0.1
ENSG00000166575	TMEM135	10.0
ENSG00000166578	IQCD	2.0
ENSG00000166579	NDEL1	25.0
ENSG00000166582	CENPV	89.0
ENSG00000166592	RRAD	0.2
ENSG00000166595	CIAO2B	121.0
ENSG00000166596	CFAP52	0.1
ENSG00000166598	HSP90B1	737.0
ENSG00000166619	BLCAP	28.0
ENSG00000166664	CHRFAM7A	0.1
